Cargo,Provincia,Empresa,Descripción,Plataforma,URL
ADMINISTRACION Y VENTAS,Guayas,TIA,De acuerdo a la feria de la USFQ mayo 2020 estamos receptando hojas de vida por este medio para tenerlos presentes cuando se realicen procesos de...,Jora,https://ec.jora.com/trabajo/Administracion-f7d61185151d14da9abdd65f276b7bbb?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-xNh3ri6kzopJhtthRRwj&sl=Ecuador&sol_srt=face6a99-c45c-4e5d-bed6-40e3d980c2b0&sp=serp&sponsored=false&sq=&sr=4&tk=gLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv
SCRUM MASTER,Pichincha,Banco Pichincha,"Planificar , facilitar y guiar la definición de objetivos de los proyectos, propósito del equipo, detección de riesgos y prácticas scrum en todas sus fases,...",Jora,https://ec.jora.com/trabajo/SCRUM-MASTER-81e462bf4c20fa3521219be040fff4ee?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-xNh3ri6kzopJhtthRRwj&sl=Ecuador&sol_srt=face6a99-c45c-4e5d-bed6-40e3d980c2b0&sp=serp&sponsored=false&sq=&sr=5&tk=gLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv
ASISTENTE DE COMUNICACION -EVENTUAL,Pichincha,Banco Pichincha,"En Banco Pichincha nos estamos transformando. Nuestros 114 años de trayectoria, nos ratifican que contar con el mejor talento humano es imprescindible para...",Jora,https://ec.jora.com/trabajo/Asistente-aaeef1025e3ceaa16c0b84939c717386?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-xNh3ri6kzopJhtthRRwj&sl=Ecuador&sol_srt=face6a99-c45c-4e5d-bed6-40e3d980c2b0&sp=serp&sponsored=false&sq=&sr=6&tk=gLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv
JEFE(A) DE AGENCIA,Azuay,Grifine,"Estudios universitarios en marketing, diseño de interiores, arquitectura y carrera afines. Excelente presencia Experiencia mínima de 1 año en atención al...",Jora,https://ec.jora.com/trabajo/JEFE-A-DE-3f0122de7567c1021a36175abdd5b0b7?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-xNh3ri6kzopJhtthRRwj&sl=Ecuador&sol_srt=face6a99-c45c-4e5d-bed6-40e3d980c2b0&sp=serp&sponsored=false&sq=&sr=7&tk=gLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv
ASESORES(AS) COMERCIAL,Guayas,Grifine,"Personal entre los 24 a 30 años de edad. * Excelente presencia y disponibilidad de tiempo completo, incluso los sábados. * Facilidad de palabra,...",Jora,https://ec.jora.com/trabajo/ASESORES-AS-COMERCIAL-4e24a2bfac3ef86f3aab36d251ebc3bb?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-xNh3ri6kzopJhtthRRwj&sl=Ecuador&sol_srt=face6a99-c45c-4e5d-bed6-40e3d980c2b0&sp=serp&sponsored=false&sq=&sr=8&tk=gLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv
AUXILIARES DE MANTENIMIENTO,Pichincha,Grifine,"Personal masculino entre los 22 a 30 años de edad Experiencia en las siguientes áreas: bodega, mensajería y servicios generales Disponibilidad de horarios...",Jora,https://ec.jora.com/trabajo/Auxiliares-de-Mantenimiento-b58a7c5d4a15c757a74de5f76b020dc3?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-xNh3ri6kzopJhtthRRwj&sl=Ecuador&sol_srt=face6a99-c45c-4e5d-bed6-40e3d980c2b0&sp=serp&sponsored=false&sq=&sr=9&tk=gLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv
CHOFER PROFESIONAL - GUAYAQUIL,Guayas,DISTHER,Asignar rutas de entrega de mercadería y priorizar los despachos para los clientes. Registrar valores recaudados por vendedores para posterior envió de...,Jora,https://ec.jora.com/trabajo/Chofer-5337f6ca94e76ff6a5e7e0fc7696a62c?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-xNh3ri6kzopJhtthRRwj&sl=Ecuador&sol_srt=face6a99-c45c-4e5d-bed6-40e3d980c2b0&sp=serp&sponsored=false&sq=&sr=10&tk=gLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv
ASISTENTE ADMINISTRATIVO - QUITO,Pichincha,DISTHER,Estudiante de carreras administrativas (últimos años de estudio). Experiencia mínima dos años. Sexo indistinto. Alta capacidad de análisis. Experiencia en...,Jora,https://ec.jora.com/trabajo/Asistente-Administrativo-2f87a315c5019d3e81275595de7f6639?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26p%3D2%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv&sl=Ecuador&sol_srt=81ece63b-b9d7-4d0a-9f48-8ad7349ffc5d&sp=serp&sponsored=false&sq=&sr=11&tk=gLdIoo0o_7j9exOCz8x6-KMHbx5j9DYqvqKkCodjz
SUBCONTADOR - GUAYAQUIL,Guayas,DISTHER,Asignar rutas de entrega de mercadería y priorizar los despachos para los clientes. Registrar valores recaudados por vendedores para posterior envió de...,Jora,https://ec.jora.com/trabajo/Subcontador-5732367c886b7f420d85bc075072f5cc?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26p%3D2%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv&sl=Ecuador&sol_srt=81ece63b-b9d7-4d0a-9f48-8ad7349ffc5d&sp=serp&sponsored=false&sq=&sr=12&tk=gLdIoo0o_7j9exOCz8x6-KMHbx5j9DYqvqKkCodjz
ASISTENTE DE CARTERA - GUAYAQUIL,Guayas,DISTHER,Asignar rutas de entrega de mercadería y priorizar los despachos para los clientes. Registrar valores recaudados por vendedores para posterior envió de...,Jora,https://ec.jora.com/trabajo/Asistente-de-cartera-5f2148594d8ef8ba8ae73412abc39b21?from_url=https%3A%2F%2Fec.jora.com%2Fj%3Fl%3DEcuador%26p%3D2%26q%3D%26sp%3Dhomepage%26surl%3D0%26tk%3DgLdIoo0o_7j9exOCz8x6-VxvDQ96npEHG3fWknMSv&sl=Ecuador&sol_srt=81ece63b-b9d7-4d0a-9f48-8ad7349ffc5d&sp=serp&sponsored=false&sq=&sr=13&tk=gLdIoo0o_7j9exOCz8x6-KMHbx5j9DYqvqKkCodjz
